SKU,Name,Cost,Quantity
DWBGYS503015,"GYYR Wynn Bar 30000 Puffs Rechargeable Disposable-Single Disposable-Strawberry Watermelon-5.0%",6.60,131
DWBGYS503016,"GYYR Wynn Bar 30000 Puffs Rechargeable Disposable-Single Disposable-Watermelon Ice-5.0%",6.60,141
DPITAS504009,"Pillow Talk IC40000 Disposable-Blue Razz Ice-Single Disposable-5.0%-20mL",7.85,0
DPITAS504010,"Pillow Talk IC40000 Disposable-Watermelon Ice-Single Disposable-5.0%-20mL",7.85,0
DPITAS504011,"Pillow Talk IC40000 Disposable-Fcuking Fab-Single Disposable-5.0%-20mL 
",7.85,0
DPITAS504012,"Pillow Talk IC40000 Disposable-Strawberry Kiwi-Single Disposable-5.0%-20mL",7.85,26
DPITAS504013,"Pillow Talk IC40000 Disposable-Strawberry Banana-Single Disposable-5.0%-20mL",7.85,11
DPITAS504014,"Pillow Talk IC40000 Disposable-Pink Lemonade-Single Disposable-5.0%-20mL",7.85,2
DPITAS504015,"Pillow Talk IC40000 Disposable-Strawberry Mango-Single Disposable-5.0%-20mL 
",7.85,0
TIER22,"Order Protection - TIER22",0.00,-1
TIER28,"Order Protection - TIER28",0.00,1
DPPBPS002001,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Blueberry Ice-0mg",6.60,21
DPPBPS002002,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Cool Mint-0mg",6.60,0
DPPBPS002003,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Grape Ice-0mg",6.60,0
DPPBPS002004,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Strawberry Ice-0mg",6.60,0
DPPBPS002005,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Watermelon Ice-0mg",6.60,5
DPPBPS500213,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Black Ice -50mg",6.60,18
DPPBPS500214,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Ice Mint -50mg",6.60,104
DPPBPS500215,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Mango Lychee Ice -50mg",6.60,100
DPPBPS500216,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Sour Apple Ice -50mg",6.60,0
DPPBPS500217,"Pyne Pod Boost Pro 20000 Puffs Rechargeable Disposable-Single Disposable-Summer Punch -50mg",6.60,84
DHLSYS500313,"Halo Vapor Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Blueberry Ice-5.0%-28mL",8.10,0
DHLSYS500314,"Halo Vapor Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Strawberry Ice-5.0%-28mL",8.10,0
DHLSYS500315,"Halo Vapor Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Strawberry Kiwi-5.0%-28mL",8.10,0
TIER17,"Order Protection - TIER17",0.00,-1
DRODNICP100033,"RODMAN Nicotine Pouches-Peppermint-Pack of 1-12mg",1.50,498
DRODNICP100034,"Peppermint 12mg 5pack",7.50,67
DRODNICP100035,"RODMAN Nicotine Pouches-Spearmint-Pack of 1-12mg",1.50,490
DRODNICP100036,"Spearmint 12mg 5pack",7.50,51
DRODNICP100037,"Kiwi Ice 3mg single",1.50,497
DRODNICP100038,"Kiwi Ice 3mg 5pack",7.50,32
DRODNICP100039,"Kiwi Ice 6mg single",1.50,984
DRODNICP100040,"Kiwi Ice 6mg 5pack",7.50,10
DRODNICP100041,"Kiwi Ice 12mg single",1.50,482
DRODNICP100042,"Kiwi Ice 12mg 5pack",7.50,13
DRODNICP100043,"RODMAN Nicotine Pouches-Coffee-Pack of 1-3mg",1.50,426
DRODNICP100044,"Coffee 3mg 5pack",7.50,16
DRODNICP100045,"RODMAN Nicotine Pouches-Coffee-Pack of 1-6mg",1.50,683
DRODNICP100046,"Coffee 6mg 5pack",7.50,51
DRODNICP100047,"RODMAN Nicotine Pouches-Coffee-Pack of 1-12mg",1.50,485
DRODNICP100048,"Coffee 12mg 5pack",7.50,5
DRODNICP100049,"RODMAN Nicotine Pouches-Mango Ice-Pack of 1-3mg",1.50,329
DRODNICP100050,"Mango Ice 3mg 5pack",7.50,32
DRODNICP100051,"RODMAN Nicotine Pouches-Mango Ice-Pack of 1-6mg",1.50,593
DRODNICP100052,"Mango Ice 6mg 5pack",7.50,52
DRODNICP100053,"RODMAN Nicotine Pouches-Mango Ice-Pack of 1-12mg",1.50,324
DRODNICP100054,"Mango Ice 12mg 5pack",7.50,31
DRODNICP100055,"RODMAN Nicotine Pouches-Apple Ice-Pack of 1-3mg",1.50,384
DRODNICP100056,"Apple Ice 3mg 5pack",7.50,47
DRODNICP100057,"RODMAN Nicotine Pouches-Apple Ice-Pack of 1-6mg",1.50,633
DRODNICP100058,"Apple Ice 6mg 5pack",7.50,49
DRODNICP100059,"RODMAN Nicotine Pouches-Apple Ice-Pack of 1-12mg",1.50,334
DRODNICP100060,"Apple Ice 12mg 5pack",7.50,30
DRODNICP100061,"RODMAN Nicotine Pouches-Citrus-Pack of 1-3mg",1.50,329
DRODNICP100062,"Citrus 3mg 5pack",7.50,24
DRODNICP100063,"RODMAN Nicotine Pouches-Citrus-Pack of 1-6mg",1.50,647
DRODNICP100064,"Citrus 6mg 5pack",7.50,47
DRODNICP100065,"RODMAN Nicotine Pouches-Citrus-Pack of 1-12mg",1.50,480
DRODNICP100066,"Citrus 12mg 5pack",7.50,11
DRODNICP100067,"Wintergreen 3mg single",1.50,284
DRODNICP100068,"Wintergreen 3mg 5pack",7.50,25
DRODNICP100069,"Wintergreen 6mg single",1.50,572
DRODNICP100070,"Wintergreen 6mg 5pack",7.50,55
DRODNICP100071,"Wintergreen 12mg single",1.50,331
DRODNICP100072,"Wintergreen 12mg 5pack",7.50,26
DRODNICP100021,"RODMAN Nicotine Pouches-Cola Ice-Pack of 1-3mg",1.50,327
DRODNICP100022,"Cola Ice 3mg 5pack",4.50,30
DRODNICP100023,"Ice Cool 3mg single",1.50,498
DRODNICP100024,"Ice Cool 3mg 5 pack",4.50,29
DRODNICP100025,"RODMAN Nicotine Pouches-Mixed Berries-Pack of 1-3mg",1.50,453
DRODNICP100026,"Mixed Berries 3mg 5pack 

",4.50,5
DRODNICP100027,"RODMAN Nicotine Pouches-Peppermint-Pack of 1-3mg",1.50,493
DRODNICP100028,"Peppermint 3mg 5pack 

",4.50,17
DRODNICP100029,"RODMAN Nicotine Pouches-Spearmint-Pack of 1-3mg",1.50,484
DRODNICP100030,"Spearmint 3mg 5pack 


",4.50,17
DRODNICP100031,"RODMAN Nicotine Pouches-Ice Cool-Pack of 1-3mg",1.50,497
DRODNICP100032,"Ice mint 3mg 5pack 

",4.50,25
TIER40,"Order Protection - TIER40",0.00,1
DPYNES500801,"Pyne Pod 8500 Puffs Disposable-Blueberry Raspberry-Single Disposable-50 mg",3.60,82
DPYNES500802,"Pyne Pod 8500 Puffs Disposable-Cantaloupe Apple-Single Disposable-50 mg",3.60,96
DPYNES500803,"Pyne Pod 8500 Puffs Disposable-Clear-Single Disposable-50 mg",3.60,40
DPYNES500804,"Pyne Pod 8500 Puffs Disposable-Colombian Coffee-Single Disposable-50 mg",3.60,142
DPYNES500805,"Pyne Pod 8500 Puffs Disposable-Cool Mint-Single Disposable-50 mg",3.60,56
DPYNES500806,"Pyne Pod 8500 Puffs Disposable-Fizzy Cherry-Single Disposable-50 mg",3.60,170
DPYNES500807,"Pyne Pod 8500 Puffs Disposable-Kiwi Passionfruit Guava-Single Disposable-50 mg",3.60,0
DPYNES500808,"Pyne Pod 8500 Puffs Disposable-Lemon Lime-Single Disposable-50 mg",3.60,166
DPYNES500809,"Pyne Pod 8500 Puffs Disposable-Mango Passion Fruit-Single Disposable-50 mg",3.60,108
DPYNES500810,"Pyne Pod 8500 Puffs Disposable-Sakura Grape-Single Disposable-50 mg",3.60,169
DPYNES500811,"Pyne Pod 8500 Puffs Disposable-Strawberry Banana-Single Disposable-50 mg",3.60,34
DPYNES500812,"Pyne Pod 8500 Puffs Disposable-Strawberry Watermelon-Single Disposable-50 mg 
",3.60,0
DPYNES500813,"Pyne Pod 8500 Puffs Disposable-Watermelon Bubble Gum-Single Disposable-50 mg",3.60,103
DPYNES500814,"Pyne Pod 8500 Puffs Disposable-White Gummy-Single Disposable-50 mg",3.60,72
DPYNES500815,"Pyne Pod 8500 Puffs Disposable-Blue Cotton Candy-Single Disposable-50 mg",3.60,46
DPYNES500816,"Pyne Pod 8500 Puffs Disposable-Tobacco-Single Disposable-50 mg",3.60,0
DPYNES500817,"Pyne Pod 8500 Puffs Disposable-Pina Colada Ice-Single Disposable-50 mg",3.60,91
DPYNES500818,"Pyne Pod 8500 Puffs Disposable-Blue Razz Ice-Single Disposable-50 mg 
",3.60,0
DPYNES500819,"Pyne Pod 8500 Puffs Disposable-Peach Ice-Single Disposable-50 mg 
",3.60,0
DPYNES500820,"Pyne Pod 8500 Puffs Disposable-Sweet Mint-Single Disposable-50 mg",3.60,119
DPYNES500821,"Pyne Pod 8500 Puffs Disposable-Watermelon Ice-Single Disposable-50 mg 
",3.60,0
DHESYS503003,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Blueberry Ice-5.0%-28mL",8.10,6
DHESYS503004,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Black Cherry -5.0%-28mL",8.10,14
DHESYS503005,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Juicy Peach -5.0%-28mL",8.10,20
DHESYS503006,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Miami Mint-5.0%-28mL",8.10,12
DHESYS503007,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Peach Mango Watermelon -5.0%-28mL",8.10,28
DHESYS503008,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Strawberry Ice-5.0%-28mL",8.10,15
DHESYS503009,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Sour Apple Ice-5.0%-28mL",8.10,29
DHESYS503010,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Watermelon Ice-5.0%-28mL",8.10,0
DHESYS503011,"Hello Synix 30000 Puffs Smart Phone Disposable-Single Disposable-Strawberry Kiwi-5.0%-28mL",8.10,18
N/A,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Pom Pom Berry",15.00,1
DGBPLS502001,"GeekBar Pulse X Platinum Edition 25,000 Puffs Disposable-Miami Mint-5%-18mL-Single Disposable",11.60,0
DGBPLS502002,"GeekBar Pulse X Platinum Edition 25,000 Puffs Disposable-Punch-5%-18mL-Single Disposable",11.60,0
DGBPUS500148,"Geek Bar Pulse 15,000 Puffs Disposable 16mL-Sour Cranapple-Single Disposable-5.0%",6.95,1351
DGBPUS500149,"Geek Bar Pulse 15,000 Puffs Disposable 16mL-Sour Strawberry-Single Disposable-5.0%",6.95,3819
DEFVRS503001,"ELF VPR 30K 30,000 Puff Disposable-Apple Black Ice",6.95,0
DEFVRS503002,"ELF VPR 30K 30,000 Puff Disposable-Banana Ice",6.95,0
DEFVRS503003,"ELF VPR 30K 30,000 Puff Disposable-Black Ice",6.95,7
DEFVRS503004,"ELF VPR 30K 30,000 Puff Disposable-Blue Razz Ice",6.95,0
DEFVRS503005,"ELF VPR 30K 30,000 Puff Disposable-Cherry Ice",6.95,3
DEFVRS503006,"ELF VPR 30K 30,000 Puff Disposable-Georgia Peach",6.95,0
DEFVRS503007,"ELF VPR 30K 30,000 Puff Disposable-Miami Mint",6.95,0
DEFVRS503008,"ELF VPR 30K 30,000 Puff Disposable-Rainbow Candy",6.95,0
DEFVRS503009,"ELF VPR 30K 30,000 Puff Disposable-Strawberry Banana",6.95,0
DEFVRS503010,"ELF VPR 30K 30,000 Puff Disposable-Strawberry Kiwi",6.95,0
DEFVRS503011,"ELF VPR 30K 30,000 Puff Disposable-Strawberry Watermelon",6.95,0
DEFVRS503012,"ELF VPR 30K 30,000 Puff Disposable-Strazz",6.95,0
DEFVRS503013,"ELF VPR 30K 30,000 Puff Disposable-Triple Berry Ice",6.95,0
DEFVRS503014,"ELF VPR 30K 30,000 Puff Disposable-water melon Ice",6.95,0
DEFVRS503015,"ELF VPR 30K 30,000 Puff Disposable-Watermelon Bubblegum",6.95,0
DRAZDS500233,"RAZ DC25000 Rechargeable Disposable-Single Disposable-New York Mint-5.0%-16mL ",8.60,292
DRAZDS500234,"RAZ DC25000 Rechargeable Disposable-Single Disposable-Orange Mango-5.0%-16mL 
",8.60,0
DRAZDS500235,"RAZ DC25000 Rechargeable Disposable-Single Disposable-Pink Lemonade Minty O's-5.0%-16mL",8.60,0
DRAZDS500236,"RAZ DC25000 Rechargeable Disposable-Single Disposable-Sour Apple Ice-5.0%-16mL",8.60,0
JPJSTS553001,"Pod Juice Salt TFN Series 30ml-55mg-Aloe Grape Ice",5.35,0
DFUTBS502501,"Flum UT Bar Pro 25,000 Puff Disposable-Blue Razz Icy-5%-15.5mL",7.60,42
DFUTBS502502,"Flum UT Bar Pro 25,000 Puff Disposable-Cool Mint-5%-15.5mL",7.60,0
DFUTBS502503,"Flum UT Bar Pro 25,000 Puff Disposable-Grape Pop Icy-5%-15.5mL",7.60,30
DFUTBS502504,"Flum UT Bar Pro 25,000 Puff Disposable-Strawmelon Peach-5%-15.5mL",7.60,24
DFUTBS502505,"Flum UT Bar Pro 25,000 Puff Disposable-Thai Mango Icy-5%-15.5mL",7.60,35
DFUTBS502506,"Flum UT Bar Pro 25,000 Puff Disposable-Watermelon Blueberry-5%-15.5mL",7.60,32
DFUTBS502507,"Flum UT Bar Pro 25,000 Puff Disposable-Watermelon Icy-5%-15.5mL",7.60,32
DFUTBS502508,"Flum UT Bar Pro 25,000 Puff Disposable-White Gummy-5%-15.5mL",7.60,27
DFUTBS502509,"Flum UT Bar Pro 25,000 Puff Disposable-Clear -5%-15.5mL",7.60,0
DFUTBS502510,"Flum UT Bar Pro 25,000 Puff Disposable-Mt Rainier-5%-15.5mL",7.60,48
DFUTBS502511,"Flum UT Bar Pro 25,000 Puff Disposable-Passion Kiwi -5%-15.5mL",7.60,43
DFUTBS502512,"Flum UT Bar Pro 25,000 Puff Disposable-Peach Mango Watermelon -5%-15.5mL",7.60,9
DFUTBS502513,"Flum UT Bar Pro 25,000 Puff Disposable-Raspberry Apple Blackberry -5%-15.5mL",7.60,0
DFUTBS502514,"Flum UT Bar Pro 25,000 Puff Disposable-Red Pop -5%-15.5mL",7.60,67
DFUTBS502515,"Flum UT Bar Pro 25,000 Puff Disposable-Strawberry Blast -5%-15.5mL",7.60,6
DFUTBS502516,"Flum UT Bar Pro 25,000 Puff Disposable-Tobacco Cream -5%-15.5mL",7.60,0
DGBPUS500150,"Geek Bar Pulse 15,000 Puffs Disposable-Triple Melon Ice-Single Disposable-5.0%",6.95,0
DFSPKS503001,"Foger Switch Pro 30,000 Puffs Disposable Kit-Blue Razz Ice-Single Disposable-5%-19mL",8.35,98
DFSPKS503002,"Foger Switch Pro 30,000 Puffs Disposable Kit-Blueberry Watermelon-Single Disposable-5%-19mL",8.35,0
DFSPKS503003,"Foger Switch Pro 30,000 Puffs Disposable Kit-Cherry Lemon-Single Disposable-5%-19mL",8.35,0
DFSPKS503004,"Foger Switch Pro 30,000 Puffs Disposable Kit-Cool Mint  -Single Disposable-5%-19mL",8.35,128
DFSPKS503005,"Foger Switch Pro 30,000 Puffs Disposable Kit-Gum Mint-Single Disposable-5%-19mL",8.35,1
DFSPKS503006,"Foger Switch Pro 30,000 Puffs Disposable Kit-Gummy Bear-Single Disposable-5%-19mL",8.35,0
DFSPKS503007,"Foger Switch Pro 30,000 Puffs Disposable Kit-Juicy Peach Ice-Single Disposable-5%-19mL",8.35,116
DFSPKS503008,"Foger Switch Pro 30,000 Puffs Disposable Kit-Kiwi Dragon Berry-Single Disposable-5%-19mL",8.35,0
DFSPKS503009,"Foger Switch Pro 30,000 Puffs Disposable Kit-Pineapple Coconut Ice-Single Disposable-5%-19mL
",8.35,-9
DFSPKS503010,"Foger Switch Pro 30,000 Puffs Disposable Kit-Sour Apple Ice-Single Disposable-5%-19mL",8.35,0
DFSPKS503011,"Foger Switch Pro 30,000 Puffs Disposable Kit-Strawberry Banana-Single Disposable-5%-19mL",8.35,107
DFSPKS503012,"Foger Switch Pro 30,000 Puffs Disposable Kit-Strawberry Ice-Single Disposable-5%-19mL",8.35,205
DFSPKS503013,"Foger Switch Pro 30,000 Puffs Disposable Kit-Strawberry Kiwi-Single Disposable-5%-19mL",8.35,54
DFSPKS503014,"Foger Switch Pro 30,000 Puffs Disposable Kit-Strawberry Watermelon-Single Disposable-5%-19mL",8.35,0
DFSPKS503015,"Foger Switch Pro 30,000 Puffs Disposable Kit-Watermelon Ice-Single Disposable-5%-19mL",8.35,102
DFSPPS503001,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Blue Razz Ice-5.0%-19mL",6.10,90
DFSPPS503002,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Blueberry Watermelon-5.0%-19mL",6.10,112
DFSPPS503003,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Cherry Lemon-5.0%-19mL",6.10,0
DFSPPS503004,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Cool Mint-5.0%-19mL",6.10,143
DFSPPS503005,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Gum Mint-5.0%-19mL",6.10,0
DFSPPS503006,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Gummy Bear-5.0%-19mL",6.10,0
DFSPPS503007,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Juicy Peach Ice-5.0%-19mL",6.10,89
DFSPPS503008,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Kiwi Dragon Berry-5.0%-19mL",6.10,76
DFSPPS503009,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Pineapple Coconut Ice-5.0%-19mL",6.10,0
DFSPPS503010,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Sour Apple Ice-5.0%-19mL",6.10,0
DFSPPS503011,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Strawberry Banana-5.0%-19mL",6.10,104
DFSPPS503012,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Strawberry Ice-5.0%-19mL",6.10,0
DFSPPS503013,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Strawberry Kiwi-5.0%-19mL",6.10,121
DFSPPS503014,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Strawberry Watermelon-5.0%-19mL",6.10,100
DFSPPS503015,"Foger Switch Pro 30,000 Puffs Disposable Pod-Single Disposable-Watermelon Ice-5.0%-19mL",6.10,0
DSNOPS500125,"SnoopySmoke Extra Tank 15000 Puffs Recharge Vape-Bahama Mama-Single Disposable-5.0%-18mL",1.60,0
DLVMMS501801,"Lost Vape Movement LV 18K Disposable-Single Disposable-Bahama Mama-5.0%-18mL",2.10,0
DLVMMS501802,"Lost Vape Movement LV 18K Disposable-Single Disposable-Black Dragon Ice-5.0%-18mL",2.10,0
DLVMMS501803,"Lost Vape Movement LV 18K Disposable-Single Disposable-Blue Razz Ice-5.0%-18mL",2.10,0
DLVMMS501804,"Lost Vape Movement LV 18K Disposable-Single Disposable-Blue Slurpee-5.0%-18mL",2.10,0
DLVMMS501805,"Lost Vape Movement LV 18K Disposable-Single Disposable-Cherry Lemon-5.0%-18mL",2.10,0
DLVMMS501806,"Lost Vape Movement LV 18K Disposable-Single Disposable-Cool Mint-5.0%-18mL",2.10,0
DLVMMS501807,"Lost Vape Movement LV 18K Disposable-Single Disposable-Frozen Raspberry Lemonade-5.0%-18mL",2.10,0
DLVMMS501808,"Lost Vape Movement LV 18K Disposable-Single Disposable-Grape Berry-5.0%-18mL",2.10,0
DLVMMS501809,"Lost Vape Movement LV 18K Disposable-Single Disposable-Gummy Bear-5.0%-18mL",2.10,0
DLVMMS501810,"Lost Vape Movement LV 18K Disposable-Single Disposable-Miami Mint-5.0%-18mL",2.10,0
DLVMMS501811,"Lost Vape Movement LV 18K Disposable-Single Disposable-Pink Burst-5.0%-18mL",2.10,0
DLVMMS501812,"Lost Vape Movement LV 18K Disposable-Single Disposable-Sour Apple Ice-5.0%-18mL",2.10,0
DLVMMS501813,"Lost Vape Movement LV 18K Disposable-Single Disposable-Strawberry Ice Cream-5.0%-18mL",2.10,0
DLVMMS501814,"Lost Vape Movement LV 18K Disposable-Single Disposable-Strawberry Kiwi-5.0%-18mL",2.10,0
DLVMMS501815,"Lost Vape Movement LV 18K Disposable-Single Disposable-Watermelon Ice-5.0%-18mL",2.10,0
DLVOBP500764,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Peppermint",11.00,2
DLVOBP500765,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Blueberry Lemon Lime",11.00,9
DLVOBP500767,"Orion Bar OB-75 7500 Puffs Disposable 10-Pack-Raspberry Iced Tea",11.00,14
DGBPUS500151,"Geek Bar Pulse 15,000 Puffs Disposable 16mL-Sour Blue Dust -Single Disposable-5.0%",6.95,600
DIJSDS504001,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Apple Grapefruit Mint-50mg",6.85,186
DIJSDS504002,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-B-POP-50mg",6.85,43
DIJSDS504003,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Blueberry Ice-50mg",6.85,46
DIJSDS504004,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Blueberry Watermelon-50mg",6.85,48
DIJSDS504005,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Cherry Lemon-50mg",6.85,149
DIJSDS504006,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Cotton Candy-50mg",6.85,0
DIJSDS504007,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Gummy Bear-50mg",6.85,0
DIJSDS504008,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Miami Mint-50mg",6.85,73
DIJSDS504009,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Pineapple Kiwi-50mg",6.85,61
DIJSDS504010,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Sour Apple Ice-50mg",6.85,0
DIJSDS504011,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Sour Apple Raspberry-50mg",6.85,149
DIJSDS504012,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Strawberry Banana-50mg",6.85,0
DIJSDS504013,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Strawberry Ice Cubes-50mg",6.85,20
DIJSDS504014,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Strawberry Mango-50mg",6.85,99
DIJSDS504015,"iJoy SD40000 40K Puffs AI Voice Control Disposable-Single Disposable-Watermelon Ice-50mg",6.85,0
DGBPUS500152,"Geek Bar Pulse 15,000 Puffs Disposable Halloween Edition-Single Disposable-Haunted BlueberryM-5.0%-16mL",6.95,0
DGBPUS500153,"Geek Bar Pulse 15,000 Puffs Disposable Sour Edition-Sour Watermelon Drop-Single Disposable-5.0%",6.95,0
DGBPUS500154,"Geek Bar Pulse 15,000 Puffs Disposable Halloween Edition-Single Disposable-Spooky Vanilla-5.0%-16mL",6.95,0
DADMYS504001,"Adjust Mycool 40,000 Puffs Disposable-Baja Splash-5%-20mL-1-Pack",7.10,208
DADMYS504002,"Adjust Mycool 40,000 Puffs Disposable-Blue Razz Ice-5%-20mL-1-Pack",7.10,259
DADMYS504003,"Adjust Mycool 40,000 Puffs Disposable-Cherry Fuse-5%-20mL-1-Pack",7.10,355
DADMYS504004,"Adjust Mycool 40,000 Puffs Disposable-Cherry Strazz-5%-20mL-1-Pack",7.10,311
DADMYS504005,"Adjust Mycool 40,000 Puffs Disposable-Dragon Strawnana-5%-20mL-1-Pack",7.10,201
DADMYS504006,"Adjust Mycool 40,000 Puffs Disposable-Mango Magic-5%-20mL-1-Pack",7.10,144
DADMYS504007,"Adjust Mycool 40,000 Puffs Disposable-Miami Mint-5%-20mL-1-Pack",7.10,171
DADMYS504008,"Adjust Mycool 40,000 Puffs Disposable-Peach+-5%-20mL-1-Pack",7.10,226
DADMYS504009,"Adjust Mycool 40,000 Puffs Disposable-Scary Berry-5%-20mL-1-Pack",7.10,226
DADMYS504010,"Adjust Mycool 40,000 Puffs Disposable-Sour Apple Ice-5%-20mL-1-Pack",7.10,171
DADMYS504011,"Adjust Mycool 40,000 Puffs Disposable-Sour Lush Gummy-5%-20mL-1-Pack",7.10,169
DADMYS504012,"Adjust Mycool 40,000 Puffs Disposable-Sour Strawberry Dragonfruit-5%-20mL-1-Pack",7.10,0
DADMYS504013,"Adjust Mycool 40,000 Puffs Disposable-Summer Splash-5%-20mL-1-Pack",7.10,81
DADMYS504014,"Adjust Mycool 40,000 Puffs Disposable-Tigers Blood-5%-20mL-1-Pack",7.10,161
DADMYS504015,"Adjust Mycool 40,000 Puffs Disposable-Watermelon Ice-5%-20mL-1-Pack",7.10,7
DDFSKS502501,"Digiflavor SKY 25,000 Puffs Disposable-Blackberry Fcuking Fab-5%-Single Disposable-16mL",7.85,0
DDFSKS502502,"Digiflavor SKY 25,000 Puffs Disposable-Blue Razz Ice-5%-Single Disposable-16mL",7.85,0
DDFSKS502503,"Digiflavor SKY 25,000 Puffs Disposable-Cherry Lemon Mint-5%-Single Disposable-16mL",7.85,478
DDFSKS502504,"Digiflavor SKY 25,000 Puffs Disposable-Cherry Strazz-5%-Single Disposable-16mL",7.85,573
DDFSKS502505,"Digiflavor SKY 25,000 Puffs Disposable-Miami Mint-5%-Single Disposable-16mL",7.85,129
DDFSKS502506,"Digiflavor SKY 25,000 Puffs Disposable-Peach Blue Slushy-5%-Single Disposable-16mL",7.85,0
DDFSKS502507,"Digiflavor SKY 25,000 Puffs Disposable-Peach Raspberry-5%-Single Disposable-16mL",7.85,7
DDFSKS502508,"Digiflavor SKY 25,000 Puffs Disposable-Sky Walker-5%-Single Disposable-16mL",7.85,235
DDFSKS502509,"Digiflavor SKY 25,000 Puffs Disposable-Sour Apple Ice-5%-Single Disposable-16mL",7.85,268
DDFSKS502510,"Digiflavor SKY 25,000 Puffs Disposable-Sour Watermelon Blue Razz-5%-Single Disposable-16mL",7.85,0
DDFSKS502511,"Digiflavor SKY 25,000 Puffs Disposable-Strawberry Banana-5%-Single Disposable-16mL",7.85,0
DDFSKS502512,"Digiflavor SKY 25,000 Puffs Disposable-Strawberry Ice-5%-Single Disposable-16mL",7.85,581
DDFSKS502513,"Digiflavor SKY 25,000 Puffs Disposable-Strawberry Watermelon Coconut-5%-Single Disposable-16mL",7.85,169
DDFSKS502514,"Digiflavor SKY 25,000 Puffs Disposable-Triple Berry-5%-Single Disposable-16mL",7.85,148
DDFSKS502515,"Digiflavor SKY 25,000 Puffs Disposable-Twisted B-Pop-5%-Single Disposable-16mL",7.85,0
DFTBVS502001,"Fifty Bar 20,000 Puff Disposable-Single Disposable-Gummy Whip-50mg",7.00,173
DFTBVS502002,"Fifty Bar 20,000 Puff Disposable-Single Disposable-Kiberry Chew-50mg",7.00,242
DFTBVS502003,"Fifty Bar 20,000 Puff Disposable-Single Disposable-Mint-50mg",7.00,106
DFTBVS502004,"Fifty Bar 20,000 Puff Disposable-Single Disposable-OMG! Smoothie-50mg",7.00,80
