SKU,Name,Cost,Quantity
DFKRBP500702,"Funky Republic Ti7000 Disposable-5-pack-California Cherry",48.00,0
DFKRBP500703,"Funky Republic Ti7000 Disposable-5-pack-Cantaloupe Apple",48.00,0
DFKRBP500704,"Funky Republic Ti7000 Disposable-5-pack-Passion Fruit Kiwi Lime",48.00,0
DFKRBP500705,"Funky Republic Ti7000 Disposable-5-pack-Peach Mango Watermelon",48.00,0
DFKRBP500706,"Funky Republic Ti7000 Disposable-5-pack-Pineapple Coconut Ice",48.00,0
DFKRBP500707,"Funky Republic Ti7000 Disposable-5-pack-Rainbow Cloudz",48.00,0
DFKRBP500708,"Funky Republic Ti7000 Disposable-5-pack-Strawberry Banana",48.00,0
DFKRBP500709,"Funky Republic Ti7000 Disposable-5-pack-Tropical Rainbow Blast",48.00,0
DFKRBP500710,"Funky Republic Ti7000 Disposable-5-pack-Watermelon Ice",48.00,0
DFKRBP500711,"Funky Republic Ti7000 Disposable-5-pack-Peach Pie",48.00,0
DFKRBP500712,"Funky Republic Ti7000 Disposable-5-pack-Pink Bomb",48.00,0
DFKRBP500713,"Funky Republic Ti7000 Disposable-5-pack-Pomelo Pearl Grape",48.00,0
DFKRBP500714,"Funky Republic Ti7000 Disposable-5-pack-Super Berry",48.00,0
DFKRBP500715,"Funky Republic Ti7000 Disposable-5-pack-Tropical Island",48.00,0
DLFJEP500601,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Banana Ice",52.50,0
DLFJEP500602,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Black Ice",52.50,0
DLFJEP500603,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Blueberry Mint",52.50,0
DLFJEP500604,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Blue Razz Ice",52.50,0
DLFJEP500605,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Cherries Coke",52.50,0
DLFJEP500606,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Double Apple Mint",52.50,0
DLFJEP500607,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Love 69",52.50,0
DLFJEP500608,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Lush Ice",52.50,0
DLFJEP500609,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Miami Mint",52.50,0
DLFJEP500610,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Mixed Berry Ice",52.50,0
DLFJEP500611,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Pacific Cooler",52.50,0
DLFJEP500612,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Pear Guava Peach",52.50,0
DLFJEP500613,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Strawberry Razz Cherry",52.50,0
DLFJEP500614,"Lafi Jewels 6500 Puffs Disposable 10-Pack-Watermelon HI-C",52.50,0
DLFJEP500615,"Lafi Jewels 6500 Puffs Disposable 10-Pack-White Gummy Bear",52.50,0
DFLPBP500624,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Blue Energy",95.00,0
DFLPBP500625,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Cool Mint",95.00,0
DFLPBP500626,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Artic Icy",95.00,0
DFLPBP500627,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Straw Mango",95.00,0
DLUCHP500701,"Lucid Charge Disposable 7000 Puffs 10-Pack-Aloe Pineapple Ice",76.00,0
DLUCHP500702,"Lucid Charge Disposable 7000 Puffs 10-Pack-Sour Blueberry Punch",76.00,0
DLUCHP500704,"Lucid Charge Disposable 7000 Puffs 10-Pack-Dragonfruit Lychee Ice",76.00,0
DLUCHP500705,"Lucid Charge Disposable 7000 Puffs 10-Pack-Grapple Ice",76.00,0
DLUCHP500708,"Lucid Charge Disposable 7000 Puffs 10-Pack-Peach Orange Cranberry",76.00,0
DLUCHP500709,"Lucid Charge Disposable 7000 Puffs 10-Pack-Sour Strawberry Punch",76.00,0
DLUCHP500703,"Lucid Charge Disposable 7000 Puffs 10-Pack-Cool Mint",76.00,0
DLUCHP500710,"Lucid Charge Disposable 7000 Puffs 10-Pack-Sweet Tobacco",76.00,0
DLUCHP500706,"Lucid Charge Disposable 7000 Puffs 10-Pack-Kiwi Berry Ice",76.00,0
DLUCHP500707,"Lucid Charge Disposable 7000 Puffs 10-Pack-Peach Mango Strawberry",76.00,0
DEBARP000501,"Elf Bar BC5000 Disposable 10-Pack 00mg-Blue Razz Ice",76.00,0
DEBARP000506,"Elf Bar BC5000 Disposable 10-Pack 00mg-Strawberry Banana",76.00,0
DEBARP000508,"Elf Bar BC5000 Disposable 10-Pack 00mg-Strawberry Mango",76.00,0
DEBARP000510,"Elf Bar BC5000 Disposable 10-Pack 00mg-Watermelon Ice",76.00,0
DEBARP000502,"Elf Bar BC5000 Disposable 10-Pack 00mg-Cranberry Grape",76.00,0
DEBARP000504,"Elf Bar BC5000 Disposable 10-Pack 00mg-Peach Mango Watermelon",76.00,0
DEBARP000505,"Elf Bar BC5000 Disposable 10-Pack 00mg-Rainbow Candy",76.00,0
DEBARP000507,"Elf Bar BC5000 Disposable 10-Pack 00mg-Strawberry Kiwi",76.00,0
DEBARP000503,"Elf Bar BC5000 Disposable 10-Pack 00mg-Kiwi Passionfruit Guava",76.00,0
DEBARP000509,"Elf Bar BC5000 Disposable 10-Pack 00mg-Tropical Rainbow Blast",76.00,0
DPASPP500501,"Packs Packspods 5000 Puff Disposable -5-Pack-Banana Flambe (Arctic Banana)",36.75,0
DPASPP500503,"Packs Packspods 5000 Puff Disposable -5-Pack-Gelato Freeze (Cool Mint)",36.75,0
DPASPP500505,"Packs Packspods 5000 Puff Disposable -5-Pack-Jelly Dulce (Grape)",36.75,0
DPASPP500507,"Packs Packspods 5000 Puff Disposable -5-Pack-Miami Haze (Watermelon Freeze)",36.75,0
DPASPP500509,"Packs Packspods 5000 Puff Disposable -5-Pack-Rainbow Sorbet (Berry Blasted Mango)",36.75,0
DPASPP500510,"Packs Packspods 5000 Puff Disposable -5-Pack-Sour Gushers (Jungle Juice)",36.75,0
DPASPP500511,"Packs Packspods 5000 Puff Disposable -5-Pack-Unicorn Sherbert (Kiwi Strawberry)",36.75,0
DPASPP500506,"Packs Packspods 5000 Puff Disposable -5-Pack-Marshmallow Fluff (Sweet Cloud)",36.75,0
DPASPP500504,"Packs Packspods 5000 Puff Disposable -5-Pack-Guava Bubblegum",36.75,0
DPASPP500502,"Packs Packspods 5000 Puff Disposable -5-Pack-Black Cherry Gelato (Cherry Pop)",36.75,0
DPASPP500508,"Packs Packspods 5000 Puff Disposable -5-Pack-Orange Creamsicle (Orange Burst)",36.75,0
DPKEBP500530,"Pod King x Elf Bar XC5000 Disposable 10-Pack-Dragon Fcuking Fab (Limited Edition)",79.00,0
DHOBOP500015,"Puff HotBox 7500 Puffs Disposable 5-Pack-Strawberry Watermelon Bubblegum",33.00,0
DTYSNP500701,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable-10-Pack-Frozen Blueberry",76.00,0
DTYSNP500702,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable-10-Pack-Frozen Peach",76.00,0
DTYSNP500703,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable-10-Pack-Pineapple Mango",76.00,0
DTYSNP500704,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable-10-Pack-Raspberry Watermelon",76.00,0
DHOBOP500016,"Puff HotBox 7500 Puffs Disposable 5-Pack-Watermelon Slushee",33.00,0
DGVRZP500608,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Crushed Berries",76.00,0
DGVRZP500609,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Dragon Fruit Lemonade",76.00,0
DGVRZP500610,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Frozen Strawberry",76.00,0
DGVRZP500611,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Georgia Peach",76.00,0
DGVRZP500612,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Hawaii Sunset",76.00,0
DGVRZP500613,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Strawberry Kiwi",76.00,0
DGVRZP500614,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Watermelon Ice",76.00,0
DGVRZP500607,"Raz CA6000 6000 Puffs by Geek Vape Disposable-10-Pack-Alaskan Mint",76.00,0
DABMNP500213,"Air Bar Mini 2000 Puffs Disposable 10-Pack-50 mg-Clear",41.00,0
JSVNMS352001,"Sugoi Vapor Salt Series 30ML-35mg-Ninja Man",4.50,216
JSVNMS502002,"Sugoi Vapor Salt Series 30ML-50mg-Ninja Man",4.50,265
DFLPBP500628,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Peach Icy",95.00,0
DFLPBP500629,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Blueberry Melo",95.00,0
DVENGP500010,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Strawberry Yogurt",22.50,0
DVENGP500008,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Sour Mixed Berries",22.50,0
DVENGP500009,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Strawberry Watermelon",22.50,0
DVENGP500004,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Mango Blackcurrant",22.50,0
DVENGP500005,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Passion Fruit Kiwi Guava",22.50,0
DVENGP500006,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Raspberry Cherry",22.50,0
DVENGP500007,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Raspberry Lychee",22.50,0
DVENGP500001,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Forest Berries",22.50,0
DVENGP500002,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Green Grape Lime",22.50,0
DVENGP500003,"Vapengin Neptune 8000 Puffs Disposable 5-Pack-Jasmine Honeydew",22.50,0
DFLPBS500610,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Aloe Grape",9.60,199
DFLPBS500612,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Apple Grapefruit",9.60,0
DFLPBS500626,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Artic Icy",9.60,247
DFLPBS500601,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Berrymelon Icy",9.60,200
DFLPBS500620,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Blanco Grapefruit",9.60,0
DFLPBS500624,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Blue Energy",9.60,87
DFLPBS500602,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Blueberry Mint",9.60,200
DFLPBS500616,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Cherry Berry",9.60,530
DFLPBS500609,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Clear",9.60,0
DFLPBS500625,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Cool Mint",9.60,600
DFLPBS500621,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Cranberry Grape",9.60,0
DFLPBS500603,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Luscious Watermelon",9.60,400
DFLPBS500618,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Mango Icy",9.60,203
DFLPBS500613,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Matcha",9.60,398
DFLPBS500622,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Melon Ice Cream",9.60,252
DFLPBS500608,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Menthol",9.60,553
DFLPBS500617,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Passion Grape",9.60,0
DFLPBS500604,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Passion Kiwi",9.60,201
DFLPBS500628,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Peach Icy",9.60,257
DFLPBS500611,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Peach Orange",9.60,200
DFLPBS500605,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Spearmint",9.60,397
DFLPBS500627,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Strawberry Mango",9.60,196
DFLPBS500607,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Strawberry Coconut",9.60,198
DFLPBS500619,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Strawmelon",9.60,200
DFLPBS500606,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Strawmelon Apple",9.60,210
DFLPBS500614,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-Vanilla Ice Cream",9.60,264
DFLPBS500623,"Flum Pebble 6000 Puffs Rechargeable Single Disposable-White Gummy",9.60,672
DSWEAP500816,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Blue Cotton Candy",55.00,0
DSWEAP500817,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Blue Razz",55.00,0
DSWEAP500818,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Clear",55.00,0
DSWEAP500819,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Lush Ice",55.00,0
DSWEAP500820,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Pineapple Coconut Ice",55.00,0
DSWEAP500822,"SnowWolf Ease 8000 Puffs Disposable 10-Pack-Triple Berry",0.00,0
DFLPBP500631,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Tobacco",95.00,0
DFLPBP500632,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Strawberry Banana",95.00,0
DFLPBP500630,"Flum Pebble 6000 Puffs Rechargeable Disposable 10-Pack-Icy Mint",95.00,0
DFFLOP500038,"Flum Float Disposable 10-Pack-50mg-American Tobacco",90.00,0
DTRLYP500511,"Truly Bar 5000 Puffs Disposable 10-Pack-White Gummy",60.00,0
DJUPOP500513,"JuccyPod M5 5000 Puffs Disposable 5-Pack-Honeydew Ice",32.50,95
DKVOSP500551,"KangVape Onee Stick 5500 Puff Disposable 10-Pack-Strawberry Kiwi Freeze-5.0%-18.5 mL",68.50,0
DKVOSP500552,"KangVape Onee Stick 5500 Puff Disposable 10-Pack-Apple Blue Razz Freeze-5.0%-18.5 mL",68.50,0
DKVOSP500553,"KangVape Onee Stick 5500 Puff Disposable 10-Pack-Vintage-5.0%-18.5 mL",68.50,0
DKVOSP500554,"KangVape Onee Stick 5500 Puff Disposable 10-Pack-Red Ocean Freeze-5.0%-18.5 mL",68.50,0
DKVOSP500555,"KangVape Onee Stick 5500 Puff Disposable 10-Pack-Arctic Pina Colada-5.0%-18.5 mL",68.50,0
DKVOSP500556,"KangVape Onee Stick 5500 Puff Disposable 10-Pack-Tangerine Freeze-5.0%-18.5 mL",68.50,0
DTYSNP500705,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable 10-Pack-Apple Gummies",76.00,0
DTYSNP500706,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable 10-Pack-Frozen Grape",76.00,0
DTYSNP500707,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable 10-Pack-Passion Pom",76.00,0
DTYSNP500708,"Tyson 2.0 Heavy Weight 7000 Puffs Disposable 10-Pack-Watermelon",76.00,0
DKVOSP500321,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Watermelon Lemonade",57.00,0
DKVOSP500322,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Mixed Berries",57.00,0
DKVOSP500316,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Lychee Licious",57.00,0
DKVOSP500317,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Blueberry Bubble Gum",57.00,0
DKVOSP500318,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Bluerazz Lemonade",57.00,0
DKVOSP500319,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Lemon Mint",57.00,0
DKVOSP500320,"Kangvape Onee Stick Disposable 3000 Puffs 10-Pack-Mineral Water",57.00,0
DTWSTP500601,"Twist 6000 Puffs Disposable 10-Pack-Arctic Cool Mint-50mg-15 mL",61.00,0
DTWSTP500602,"Twist 6000 Puffs Disposable 10-Pack-Berry Medley Lemonade-50mg-15 mL",61.00,0
DTWSTP500603,"Twist 6000 Puffs Disposable 10-Pack-Honeydew Melon Chew-50mg-15 mL",61.00,0
DTWSTP500604,"Twist 6000 Puffs Disposable 10-Pack-Pink Lemonade-50mg-15 mL",61.00,0
DTWSTP500605,"Twist 6000 Puffs Disposable 10-Pack-Rainbow-50mg-15 mL",61.00,0
DTWSTP500606,"Twist 6000 Puffs Disposable 10-Pack-Watermelon Madness-50mg-15 mL",61.00,0
DTWSTP500607,"Twist 6000 Puffs Disposable 10-Pack-Tropical Pucker Punch-50mg-15 mL",61.00,0
DEBEBP500501,"E&B BC5000 Disposable by Elf Bar-10-Pack-Beach Day-50mg",79.50,0
DEBEBP500521,"E&B BC5000 Disposable by Elf Bar-10-Pack-Black Winter-50mg",79.50,0
DEBEBP500510,"E&B BC5000 Disposable by Elf Bar-10-Pack-Blue Razz Ice-50mg",79.50,0
DEBEBP500516,"E&B BC5000 Disposable by Elf Bar-10-Pack-Clear-50mg",79.50,0
DEBEBP500509,"E&B BC5000 Disposable by Elf Bar-10-Pack-Cranberry Punch-50mg",79.50,0
DEBEBP500508,"E&B BC5000 Disposable by Elf Bar-10-Pack-Crazi Berry-50mg",79.50,0
DEBEBP500524,"E&B BC5000 Disposable by Elf Bar-10-Pack-Cuba Cigar-50mg",79.50,0
DEBEBP500525,"E&B BC5000 Disposable by Elf Bar-10-Pack-Fuji Ice-50mg",79.50,0
DEBEBP500526,"E&B BC5000 Disposable by Elf Bar-10-Pack-Lemon Mint-50mg",79.50,0
DEBEBP500506,"E&B BC5000 Disposable by Elf Bar-10-Pack-Malibu-50mg",79.50,0
DEBEBP500502,"E&B BC5000 Disposable by Elf Bar-10-Pack-Miami Mint-50mg",79.50,0
DEBEBP500507,"E&B BC5000 Disposable by Elf Bar-10-Pack-Mixed Fruity-50mg",79.50,6
DEBEBP500528,"E&B BC5000 Disposable by Elf Bar-10-Pack-Peach Berry-50mg",79.50,0
DEBEBP500505,"E&B BC5000 Disposable by Elf Bar-10-Pack-Peach Mango Watermelon-50mg",79.50,0
DEBEBP500517,"E&B BC5000 Disposable by Elf Bar-10-Pack-Pineapple Strawnana-50mg",79.50,0
DEBEBP500511,"E&B BC5000 Disposable by Elf Bar-10-Pack-Sakura Grape-50mg",79.50,0
DEBEBP500531,"E&B BC5000 Disposable by Elf Bar-10-Pack-Strawberry Kiwi-50mg",79.50,0
DEBEBP500512,"E&B BC5000 Disposable by Elf Bar-10-Pack-Strawberry Watermelon-50mg",79.50,0
DEBEBP500503,"E&B BC5000 Disposable by Elf Bar-10-Pack-Strazz-50mg",79.50,0
DEBEBP500520,"E&B BC5000 Disposable by Elf Bar-10-Pack-Sunset-50mg",79.50,0
DEBEBP500518,"E&B BC5000 Disposable by Elf Bar-10-Pack-Triple Berry Ice-50mg",79.50,0
DEBEBP500504,"E&B BC5000 Disposable by Elf Bar-10-Pack-Tropical Rainbow Blast-50mg",79.50,0
DEBEBP500515,"E&B BC5000 Disposable by Elf Bar-10-Pack-Watermelon Bubble Gum-50mg",79.50,0
DEBEBP500514,"E&B BC5000 Disposable by Elf Bar-10-Pack-Watermelon Ice-50mg",79.50,0
DEBEBP500513,"E&B BC5000 Disposable by Elf Bar-10-Pack-Watermelon Jolly Candy-50mg",79.50,0
DGBABP500510,"Geek Bar B5000 Puffs Disposable 10-Pack-Guava Ice",51.00,0
DPKEBP500531,"Pod King x Elf Bar XC5000 Disposable 10-Pack-Fuji Lush Ice (Limited Edition)",79.00,0
DKURAP500604,"Kura 6000 Puffs 5-Pack Disposable-Jolly Green-50mg",25.00,0
DKURAP500605,"Kura 6000 Puffs 5-Pack Disposable-Mango Lush-50mg",25.00,0
DKURAP500601,"Kura 6000 Puffs 5-Pack Disposable-Blue Razz Ice-50mg",25.00,0
DKURAP500602,"Kura 6000 Puffs 5-Pack Disposable-Cool Mint-50mg",25.00,0
DKURAP500603,"Kura 6000 Puffs 5-Pack Disposable-Cotton Nurdz-50mg",25.00,0
DKURAP500606,"Kura 6000 Puffs 5-Pack Disposable-Rainbow Gummy-50mg",25.00,0
DKURAP500607,"Kura 6000 Puffs 5-Pack Disposable-Strawberry Ice Chi-50mg",25.00,0
DKURAP500608,"Kura 6000 Puffs 5-Pack Disposable-Super Berries-50mg",25.00,-3
DKURAP500609,"Kura 6000 Puffs 5-Pack Disposable-White Grape Ice-50mg",25.00,0
DKURAP500610,"Kura 6000 Puffs 5-Pack Disposable-White Peach Razz-50mg",25.00,0
DALHSP500701,"Aloha Sun 7000 Puffs Disposable 10-Pack -American Tobacco-5.0%-15 mL",50.00,0
DALHSP500702,"Aloha Sun 7000 Puffs Disposable 10-Pack -Blue Dreams-5.0%-15 mL",50.00,454
DALHSP500703,"Aloha Sun 7000 Puffs Disposable 10-Pack -Daddy Chill-5.0%-15 mL",50.00,255
DALHSP500704,"Aloha Sun 7000 Puffs Disposable 10-Pack -Kiberry Ice-5.0%-15 mL",50.00,591
DALHSP500705,"Aloha Sun 7000 Puffs Disposable 10-Pack -Ocean Sonics-5.0%-15 mL",50.00,1476
DALHSP500706,"Aloha Sun 7000 Puffs Disposable 10-Pack -Pink-5.0%-15 mL",50.00,963
DALHSP500707,"Aloha Sun 7000 Puffs Disposable 10-Pack -Strawberry Guava-5.0%-15 mL",50.00,781
DALHSP500708,"Aloha Sun 7000 Puffs Disposable 10-Pack -Tiger Blood-5.0%-15 mL",50.00,1936
DALHSP500709,"Aloha Sun 7000 Puffs Disposable 10-Pack -Glacier Gummy-5.0%-15 mL",50.00,-12
DALHSP500710,"Aloha Sun 7000 Puffs Disposable 10-Pack -White Peach Ice-5.0%-15 mL",50.00,324
DALHSS50S301,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Guava Nectar-5.0%-8 mL",7.00,0
DALHSS50S302,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Lilikoi Lychee-5.0%-8 mL",7.00,0
DALHSS50S303,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Lilikoi Passion-5.0%-8 mL",7.00,0
DALHSS50S304,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Luau Punch-5.0%-8 mL",7.00,0
DALHSS50S305,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Pass-O-Guava Nectar-5.0%-8 mL",7.00,0
DALHSS50S306,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Passion Orange-5.0%-8 mL",7.00,857
DALHSS50S307,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Pineapple Orange-5.0%-8 mL",7.00,0
DALHSS50S308,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Aloe Grape Ice-5.0%-8 mL",7.00,0
DALHSS50S309,"1pc Tester - 5% Aloha Sun 3000 - Blueberry Peach",7.00,0
DALHSS50S310,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Bull Ice-5.0%-8 mL",7.00,0
DALHSS50S311,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Strawberry Lilikoi-5.0%-8 mL",7.00,0
DALHSS50S312,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Strawberry Mango-5.0%-8 mL",7.00,0
DALHSS50S313,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Lava Burst Ice-5.0%-8 mL",7.00,0
DALHSS50S314,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Green Tea Apple-5.0%-8 mL",7.00,0
DALHSS50S315,"1pc Tester - 5% Aloha Sun 3000 - White Gummy Ice",7.00,412
DALHSS50S316,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Cookie Butter-5.0%-8 mL",7.00,127
DALHSS50S317,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Hawaiian Mint-5.0%-8 mL",7.00,0
DALHSS50S318,"1pc Tester - 5% Aloha Sun 3000 - Pineapple Dole Whip",7.00,0
DALHSS50S319,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Grape Blue Razz Ice-5.0%-8 mL",7.00,0
DALHSS50S320,"Sample 5% Aloha Sun 3000 Puffs Single Disposable-Mango Peach Ice-5.0%-8 mL",7.00,438
DNOVOP500620,"SMOK Novo Bar AL6000 Disposable 10-Pack-Aloe Mango",50.00,0
DNOVOP500621,"SMOK Novo Bar AL6000 Disposable 10-Pack-Bubble Ice",50.00,0
DNOVOP500622,"SMOK Novo Bar AL6000 Disposable 10-Pack-Cranberry Grape",50.00,0
DNOVOP500623,"SMOK Novo Bar AL6000 Disposable 10-Pack-Orchid Citrus",50.00,0
DNOVOP500624,"SMOK Novo Bar AL6000 Disposable 10-Pack-Passion Fruit Lemonade",50.00,0
DNOVOP500625,"SMOK Novo Bar AL6000 Disposable 10-Pack-Pineapple Zest",50.00,0
DNOVOP500626,"SMOK Novo Bar AL6000 Disposable 10-Pack-Strawberry Shake",50.00,0
DKURAP50S601,"Sample 5% KURA 6000 Puffs Single Disposable-Blue Razz Ice",5.00,0
DKURAP50S602,"Sample 5% KURA 6000 Puffs Single Disposable-Cool Mint",5.00,4
DKURAP50S603,"Sample 5% KURA 6000 Puffs Single Disposable-Cotton Nurdz",5.00,5
DKURAP50S604,"Sample 5% KURA 6000 Puffs Single Disposable-Jolly Green",5.00,0
DKURAP50S605,"Sample 5% KURA 6000 Puffs Single Disposable-Mango Lush",5.00,0
DKURAP50S606,"Sample 5% KURA 6000 Puffs Single Disposable-Rainbow Gummy",5.00,0
DKURAP50S607,"1pc Tester - 5% KURA 6000 Puffs - Strawberry Ice Chi",5.00,0
DKURAP50S608,"1pc Tester - 5% KURA 6000 - Super Berries",5.00,0
DKURAP50S609,"Sample 5% KURA 6000 Puffs Single Disposable-White Grape Ice",5.00,0
DKURAP50S610,"Sample 5% KURA 6000 Puffs Single Disposable-White Peach Razz",5.00,0
DALHSP50S706,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Pink",5.00,87
DALHSP50S707,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Strawberry Guava",5.00,68
DALHSP50S701,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-American Tobacco",5.00,-1
DALHSP50S702,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Blue Dreams",5.00,135
DALHSP50S703,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Daddy Chill",5.00,297
DALHSP50S708,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Tiger Blood",5.00,0
DALHSP50S710,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-White Peach Ice",5.00,5
DALHSP50S704,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Kiberry Ice",5.00,100
DALHSP50S705,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Ocean Sonics",5.00,128
DALHSP50S709,"Sample 5% Aloha Sun 7000 Puffs Single Disposable-Glacier Gummy",5.00,-7
DVPJJP500801,"Vpro Jelly Juice 8000 Puffs Disposable 10-Pack-Blue Razz Frost-5.0%-16 mL",51.00,0
DVPJJP500802,"Vpro Jelly Juice 8000 Puffs Disposable 10-Pack-Blueberry Cheesecake-5.0%-16 mL",51.00,0
DVPJJP500803,"Vpro Jelly Juice 8000 Puffs Disposable 10-Pack-Cotton Candy-5.0%-16 mL",51.00,0
DVPJJP500804,"Vpro Jelly Juice 8000 Puffs Disposable 10-Pack-Cranberry Grape-5.0%-16 mL",51.00,0
DVPJJP500805,"Vpro Jelly Juice 8000 Puffs Disposable 10-Pack-Lemon Lime Ice-5.0%-16 mL",51.00,0
